POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
9sI1aCMP;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;1243.97;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;4475;Jamais visité;Oui;Medium
Vh9JIb7z;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-03;Futur inactif;Futur inactif;BANQUE ATLANTIQUE;NIAMEY;Urbain;Grand Marché;Niamey;7140.0;2.11525049;13.51793354;Système;Grand Marché 4;1970-01-01;Jamais;30;Jamais visité;Non;Low
cH8x59Rt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;416.45;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;6916;Jamais visité;Oui;Medium
txLRLobX;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-02;Futur inactif;Futur inactif;DJAGOUROU;DJAGOUROU;Rural;Ouest;Tillaberi;986.55;0.81263602;13.910887599999999;Système;Téra;1970-01-01;Jamais;100;Jamais visité;Non;Low
IiYcpav0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AGADEZ_RIMBO AIRTEL;AGADEZ;Urbain;Sud;Agadez;442.96;7.97600833333333;16.9826766666667;Visites;Agadez 3;2020-08-10;Oui;8683;A maintenu son statut;Oui;Medium
GPCmGVEW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;1047.5;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;8;Jamais visité;Non;Low
bcU3M3vB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;CITE DEPUTE EXTENSION;NIAMEY;Urbain;Nord;Niamey;805.5;2.13607;13.56475;Système;Nord 1;1970-01-01;Jamais;1900;Jamais visité;Oui;Medium
c2aobORu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;BONKOUKOU;BONKOUKOU;Rural;Est;Tillaberi;247.5;3.21089369;14.00566244;Visites;Filingué;2020-08-22;Oui;331;A maintenu son statut;Non;Low
sG2VWafu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PHARMACIE DEZEYBON;NIAMEY;Urbain;Grand Marché;Niamey;132239.75;2.11185973;13.52263634;Visites;Grand Marché 4;2020-07-27;Non;16108;Non visité;Oui;High
KcFtjrvg;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CEG 25;NIAMEY;Urbain;Petit Marché;Niamey;1641.63;2.0768483333333303;13.552598333333302;Visites;Petit Marché 2;2020-08-23;Oui;7887;A maintenu son statut;Oui;Medium
5BzhEUGV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PETIT MARCHE;NIAMEY;Urbain;Petit Marché;Niamey;41829.83;2.11036212;13.51304292;Système;Petit Marché 4;1970-01-01;Jamais;86492;Jamais visité;Oui;Super High
9GkCvpq4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;KORE MAIROUA;KORE MAIROUA;Rural;Est;Dosso;59.5;3.9079050000000004;13.298905;Visites;Koré;2020-07-21;Non;0;Non visité;Non;Zero
ovHI4i9i;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-27;Futur inactif;Futur inactif;KONAMADOBI;KONA MADOBI;Rural;Est;Maradi;935.3;8.05362161666667;13.544853916666698;Visites;Aguié;2020-08-10;Oui;0;N'a pas réagi;Non;Zero
3oiFQZAo;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;MARADI_CHÂTEAU_JANGORZO;MARADI;Urbain;Sud;Maradi;44.5;7.1128;13.4944;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
FvY6f43m;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-04;Actif;Actif;TESSAOUA_2;TESSAOUA;Urbain;Est;Maradi;1114.72;7.99775;13.757048333333302;Visites;Tessaoua;2020-08-13;Oui;40;A maintenu son statut;Non;Low
00AYO6cG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;GAZAOUA;GAZAOUA;Rural;Est;Maradi;30.5;7.91571563333333;13.525251833333302;Visites;Aguié;2020-08-21;Oui;2;A maintenu son statut;Non;Low
zHvBoWCp;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-25;Inactif récent;Inactif récent;TESSAOUA_2;TESSAOUA;Urbain;Est;Maradi;170.62;7.98504666666667;13.760443333333301;Visites;Tessaoua;2020-07-30;Non;0;Non visité;Non;Zero
98yokMly;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-05;Inactif récent;Inactif récent;AYOROU;AYOROU;Rural;Ouest;Tillaberi;334.5;0.916536666666667;14.734316666666698;Visites;Tillabéri;2020-07-26;Non;0;Non visité;Non;Zero
fRuOCeLr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;DOGONDOUTCHI;DOGONDOUTCHI;Urbain;Est;Dosso;5923.67;4.03320333333333;13.632071666666699;Visites;Doutchi 1;2020-07-20;Non;2274;Non visité;Oui;Medium
VSHzNpwy;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;RIMBO COURANT NORD;NIAMEY;Urbain;Grand Marché;Niamey;88092.04;2.12817333333333;13.5379883333333;Visites;Grand Marché 1;2020-08-19;Oui;36833;A maintenu son statut;Oui;High
hM0HhBIY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KOUBIA_EATON;NIAMEY;Urbain;Petit Marché;Niamey;166129.0;2.060994;13.550619000000001;Système;Petit Marché 2;1970-01-01;Jamais;12907;Jamais visité;Oui;High
gIA1gzkH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;SAY;SAY;Urbain;Haro Banda;Niamey;15.27;2.35735781;13.09753206;Système;Haro Banda 3;1970-01-01;Jamais;3649;Jamais visité;Oui;Medium
70YY2y1X;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-13;Inactif âgé;Inactif âgé;ABALAK EATON;ABALAK;Urbain;Nord;Tahoua;56.65;6.2799;15.4537;Système;Abalak;1970-01-01;Jamais;0;Jamais visité;Non;Zero
PZ1QSKUO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-10;Actif;Actif;BANIFANDOU;NIAMEY;Urbain;Nord;Niamey;1505.78;2.1293898999999996;13.552973300000001;Système;Nord 4;1970-01-01;Jamais;285;Jamais visité;Non;Low
ykWzaIF0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-29;Futur inactif;Futur inactif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;1634.0;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
R0zf13Gj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARADI_CHÂTEAU_JANGORZO;MARADI;Urbain;Sud;Maradi;50897.8;7.1128;13.4944;Système;Maradi 1;1970-01-01;Jamais;20390;Jamais visité;Oui;High
VUk1uTip;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;DAN GOMA;DAN GOMA;Rural;Nord;Maradi;322.5;7.23156666666667;14.300598333333301;Visites;Kornaka;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
bold6Vf4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;ELGOULABADER;EL GOULA - BADER;Rural;Nord;Maradi;74.5;7.23269444;14.65827778;Système;Dakoro;1970-01-01;Jamais;0;Jamais visité;Non;Zero
l3I3s2ye;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-21;Inactif récent;Inactif récent;CES_LAMORDE;NIAMEY;Urbain;Haro Banda;Niamey;5.9;2.07511397;13.50532964;Système;Haro Banda 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
1u5vpc2w;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KOMA BANGOU;KOMA BANGOU;Rural;Ouest;Tillaberi;25409.41;1.05971563;14.07745026;Système;Koma Bangou;1970-01-01;Jamais;196337;Jamais visité;Oui;Super High
81h8H52v;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;LOSSA GOUNGOU;NIAMEY;Urbain;Petit Marché;Niamey;29.02;2.04268998;13.53605656;Système;Petit Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
mHrF92JH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;SONUCI CHATEAU 1;NIAMEY;Urbain;Petit Marché;Niamey;75.59;2.0967777780000003;13.52683333;Système;Petit Marché 4;1970-01-01;Jamais;1;Jamais visité;Non;Low
2btmKIbd;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOUKOKI;NIAMEY;Urbain;Grand Marché;Niamey;298509.0;2.127075;13.525671666666698;Visites;Grand Marché 3;2020-08-18;Oui;63432;A maintenu son statut;Oui;Super High
i2RYC7uC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-09;Actif;Actif;BANQUE ATLANTIQUE;NIAMEY;Urbain;Grand Marché;Niamey;7617.5;2.11525049;13.51793354;Système;Grand Marché 4;1970-01-01;Jamais;205;Jamais visité;Non;Low
rh6B0w0i;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;N'GUIGMI;N'GUIGMI;Urbain;Est;Diffa;97.75;13.1179;14.25129653;Système;Diffa 1;1970-01-01;Jamais;3;Jamais visité;Non;Low
hiRPU0n6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KARAGUE RIVE DROITE 1;NIAMEY;Urbain;Haro Banda;Niamey;57.52;2.089686;13.49281552;Système;Haro Banda 2;1970-01-01;Jamais;7531;Jamais visité;Oui;Medium
WVXekGfj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;AÉROPORT CHÂTEAU;NIAMEY;Urbain;Wadata;Niamey;6.48;2.2120616666666697;13.456615;Visites;Wadata 5;2020-08-20;Oui;10103;A maintenu son statut;Oui;High
oTVw9iK3;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CES_LAMORDE;NIAMEY;Urbain;Haro Banda;Niamey;17511.56;2.07511397;13.50532964;Système;Haro Banda 2;1970-01-01;Jamais;7938;Jamais visité;Oui;Medium
YKQd01W5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;BALEYARA;BALEYARA;Rural;Est;Tillaberi;64.75;2.94639;13.781554999999999;Visites;Baleyara;2020-08-22;Oui;13;A maintenu son statut;Non;Low
OMUe8KhK;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-10;Inactif récent;Inactif récent;ECOLE CHARÉE ZAMNA 2;ZINDER;Urbain;Centre;Zinder;112.5;8.96241833333333;13.818036666666698;Visites;Zinder 3;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
yfXk6B5x;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-09;Actif;Actif;TAMAYA;TAMAYA;Rural;Nord;Tahoua;9901.0;6.76626458;15.82879204;Système;Abalak;1970-01-01;Jamais;1;Jamais visité;Non;Low
CO618Q9a;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-19;Inactif récent;Inactif récent;DOSSO 501;DOSSO;Urbain;Centre;Dosso;411.5;3.20783046;13.0383235;Système;Dosso 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
r31V5C55;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-08-21;Actif;Actif;GADA;GADA;Rural;Sud;Zinder;15.02;8.98525;13.37472222;Système;Zinder 3;1970-01-01;Jamais;2;Jamais visité;Non;Low
13hp5cHF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DOSSO_TONDOBON;DOSSO;Urbain;Centre;Dosso;462.08;3.20147166666667;13.045525;Visites;Dosso 2;2020-07-30;Non;693;Non visité;Non;Low
3vXb3I0D;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-19;Inactif récent;Inactif récent;TANOUT;TANOUT;Urbain;Nord;Zinder;2437.5;8.87919853;14.97219606;Système;Tanout;1970-01-01;Jamais;0;Jamais visité;Non;Zero
DLXD6FkV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;ARLIT-SOMAIR;ARLIT;Urbain;Nord;Agadez;48342.33;7.39009139;18.73877656;Système;Arlit 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
zKbv94ms;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-25;Inactif récent;Inactif récent;DIFFA_18_DECEMBRE;DIFFA;Urbain;Est;Diffa;52.0;12.596326666666698;13.307754999999998;Visites;Diffa 1;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
lwmUcQqt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-05;Inactif récent;Inactif récent;N'GUIGMI;N'GUIGMI;Urbain;Est;Diffa;745.5;13.114488333333302;14.250613333333302;Visites;Diffa 1;2020-07-26;Non;0;Non visité;Non;Zero
uPSht7t3;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;ORTN_AIRTEL;NIAMEY;Urbain;Petit Marché;Niamey;362.04;2.09805556;13.53805556;Système;Petit Marché 3;1970-01-01;Jamais;362;Jamais visité;Non;Low
WbodEwf1;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DAR SALAM CASSIS4;NIAMEY;Urbain;Petit Marché;Niamey;108028.95;2.0994533333333303;13.545616666666698;Visites;Petit Marché 3;2020-08-10;Oui;500127;A maintenu son statut;Oui;Super High
XqokM6Bt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-18;Inactif récent;Inactif récent;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;695864.59;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
gGsDv8X5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AEROPORT QUARTIER;NIAMEY;Urbain;Wadata;Niamey;32284.87;2.17846;13.470061666666698;Visites;Wadata 5;2020-07-23;Non;46548;Non visité;Oui;High
cy7fDAlj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-04;Actif;Actif;ILLELA;ILLELA;Urbain;Centre;Tahoua;21.52;5.25619291;14.46548295;Système;Illéla;1970-01-01;Jamais;1;Jamais visité;Non;Low
ife10zWB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CITE CAISSE;NIAMEY;Urbain;Nord;Niamey;18.6;2.12841039;13.54533896;Système;Nord 4;1970-01-01;Jamais;8056;Jamais visité;Oui;Medium
CAVJF2pG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DARGOL;DARGOL;Rural;Ouest;Tillaberi;3340.0;1.24088581;13.91905294;Système;Koma Bangou;1970-01-01;Jamais;45;Jamais visité;Non;Low
qo9ArWCU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-07;Inactif âgé;Inactif âgé;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;10222.01;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
n2NkGkaC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DOSSO 500;DOSSO;Urbain;Centre;Dosso;284.46;3.196585;13.0412616666667;Visites;Dosso 2;2020-07-23;Non;529792;Non visité;Oui;Super High
wDH8XMah;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-10;Actif;Actif;BOUZA;BOUZA;Urbain;Est;Tahoua;3559.5;6.03587333333333;14.42485;Visites;Bouza;2020-08-22;Oui;15;Nouveau PDV visité;Non;Low
tOrfCoSy;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;BALEYARA;BALEYARA;Rural;Est;Tillaberi;45.0;2.946325;13.781536666666698;Visites;Baleyara;2020-08-22;Oui;13;A maintenu son statut;Non;Low
gjvdM9Tx;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-27;Inactif âgé;Inactif âgé;CIMETIERE YANTALA;NIAMEY;Urbain;Petit Marché;Niamey;798.0;2.07693655;13.53830996;Système;Petit Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
XEyJd6if;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-04;Inactif récent;Inactif récent;CIMETIERE YANTALA;NIAMEY;Urbain;Petit Marché;Niamey;542.0;2.07693655;13.53830996;Système;Petit Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
CptvkQ0K;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;TERA;TERA;Urbain;Ouest;Tillaberi;2056.7;0.761203333333333;14.00606;Visites;Téra;2020-08-02;Oui;21900;A maintenu son statut;Oui;High
cCQPi5Fy;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;MARADI_ARENE;MARADI;Urbain;Sud;Maradi;186.5;7.10639166666667;13.51056;Visites;Maradi 3;2020-08-17;Oui;1;A maintenu son statut;Non;Low
5UxZUxh3;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;CITE CAISSE;NIAMEY;Urbain;Nord;Niamey;8416.0;2.12841039;13.54533896;Système;Nord 4;1970-01-01;Jamais;10897;Jamais visité;Oui;High
YOQwfwxN;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;GAZAOUA;GAZAOUA;Rural;Est;Maradi;462.3;7.91569421666667;13.52524395;Visites;Aguié;2020-08-21;Oui;170;A maintenu son statut;Non;Low
ouHnyKI6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARADI_MOOV;MARADI;Urbain;Sud;Maradi;520362.84;7.10569444;13.48608333;Système;Maradi 2;1970-01-01;Jamais;7294;Jamais visité;Oui;Medium
2XA2CiH0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;MADAOUA_2;MADAOUA;Urbain;Sud;Tahoua;58.9;5.9598;14.0712;Système;Madaoua;1970-01-01;Jamais;50;Jamais visité;Non;Low
CWJoeOJa;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-10;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;90.18;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;277;Jamais visité;Non;Low
W6cf0G8d;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-26;Inactif récent;Inactif récent;MAYAHI;MAYAHI;Urbain;Est;Maradi;126.5;7.6802832;13.947015700000001;Visites;Mayahi;2020-07-18;Non;0;Non visité;Non;Zero
KWQgikBG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-10;Actif;Actif;DOGONKIRYA;DOGONKIRYA;Rural;Est;Dosso;5093.73;4.35495;14.059081666666698;Visites;Doutchi 2;2020-08-10;Oui;75;Nouveau PDV visité;Non;Low
d0Inq3JC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;ZINDER GARIN MALAM;ZINDER;Urbain;Centre;Zinder;6402.94;8.99553;13.8078883333333;Visites;Zinder 1;2020-08-18;Oui;563;A maintenu son statut;Non;Low
rHn2NMLz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DIFFA_ADMINISTRATION;DIFFA;Urbain;Est;Diffa;457969.05;12.610441666666699;13.313246666666698;Visites;Diffa 3;2020-08-18;Oui;210296;A maintenu son statut;Oui;Super High
1lMWomsY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-25;Inactif récent;Inactif récent;NIAMEY2000_ROUTE_FILINGUEE;NIAMEY;Urbain;Wadata;Niamey;10.25;2.185045;13.529685;Visites;Wadata 1;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
AuEH25wf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-30;Inactif âgé;Inactif âgé;CITÉ KOWEIT;NIAMEY;Urbain;Wadata;Niamey;387.5;2.13355579;13.50241914;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ll9VgxKw;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;GAYA2;GAYA;Urbain;Sud;Dosso;80086.32;3.45667166666667;11.889661666666699;Visites;Gaya 1;2020-08-18;Oui;10193;A maintenu son statut;Oui;High
KOT2O0rk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;KALAO;NIAMEY;Urbain;Petit Marché;Niamey;565.61;2.08107166666667;13.536478333333301;Visites;Petit Marché 5;2020-08-17;Oui;3574;A maintenu son statut;Oui;Medium
Q3R11dtV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;TILLABERI;TILLABERI;Urbain;Ouest;Tillaberi;373.64;1.4588299999999998;14.213161666666698;Visites;Tillabéri;2020-08-23;Oui;0;N'a pas réagi;Non;Zero
QQ5MXOaG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;503.87;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;502;Jamais visité;Non;Low
oIePQbx5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-27;Futur inactif;Futur inactif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;59.0;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Efw7m9YX;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;442796.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;70927;Jamais visité;Oui;Super High
mupGm8GS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;4072.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;9121;Jamais visité;Oui;Medium
57ApHPaB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;13484.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;570;Jamais visité;Non;Low
Przq1yd2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-08;Actif;Actif;ECOLE BOUKOUKI IV;NIAMEY;Urbain;Grand Marché;Niamey;499.99;2.12744741;13.53064333;Système;Grand Marché 1;1970-01-01;Jamais;170;Jamais visité;Non;Low
2JDMxJzL;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KEITA;KEITA;Urbain;Est;Tahoua;29099.24;5.77149869;14.74863865;Système;Keita;1970-01-01;Jamais;1150;Jamais visité;Oui;Medium
MS4N0OvS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BADAGUICHIRI;BADAGUICHIRI;Rural;Centre;Tahoua;1224.44;5.37572681;14.52415266;Système;Illéla;1970-01-01;Jamais;6240;Jamais visité;Oui;Medium
uGZzfMLE;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KORE MAIROUA;KORE MAIROUA;Rural;Est;Dosso;19719.5;3.9011961000000004;13.297101399999999;Système;Koré;1970-01-01;Jamais;1253;Jamais visité;Oui;Medium
AW4RSHPK;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;SAFO OUBANDAWAKI;SAFO OUBANDAWAKI;Rural;Sud;Maradi;607.0;7.11972132;13.41437484;Système;Madarounfa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
SY1HOcsr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-15;Inactif âgé;Inactif âgé;MARADI BOURJA;MARADI;Urbain;Sud;Maradi;21.14;7.10759723;13.47256389;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
T2uNiSNi;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;MARADI_CHÂTEAU_JANGORZO;MARADI;Urbain;Sud;Maradi;53.0;7.1128;13.4944;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
kGJgMhjW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;SAFO OUBANDAWAKI;SAFO OUBANDAWAKI;Rural;Sud;Maradi;3.0;7.11972132;13.41437484;Système;Madarounfa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4DJ33yqE;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;MARADI 601;MARADI;Urbain;Sud;Maradi;2.0;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Wg1LKryb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-04;Actif;Actif;MARADI BILDI;MARADI;Urbain;Sud;Maradi;30.22;7.09416667;13.51025;Système;Maradi 3;1970-01-01;Jamais;72;Jamais visité;Non;Low
nniS2zzs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-19;Actif;Actif;DIFFA STADE;DIFFA;Urbain;Est;Diffa;4705.69;12.60787;13.322925;Visites;Diffa 3;2020-08-17;Oui;206;A maintenu son statut;Non;Low
JI0SGSV0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-26;Inactif âgé;Inactif âgé;DAN TCHIAOU;DAN TCHIAOU;Rural;Sud;Zinder;96.2;9.09513889;12.87996389;Système;Magaria;1970-01-01;Jamais;0;Jamais visité;Non;Zero
cLnPTDQI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-29;Futur inactif;Futur inactif;MATAMEYE;MATAMEYE;Urbain;Sud;Zinder;210.5;8.47313493;13.41766521;Système;Matameye;1970-01-01;Jamais;0;Jamais visité;Non;Zero
aworNCHp;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-07-01;Inactif récent;Inactif récent;DAR SALAM SOS;NIAMEY;Urbain;Nord;Niamey;83964.5;2.10608213;13.55070301;Système;Nord 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
