POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
IlQvgUz7;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-15;Actif;Actif;FACE LAKO;NIAMEY;Urbain;Grand Marché;Niamey;0.0;2.11980767;13.52247933;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
GaNHwGE3;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;-;-;-;-;-;27010.5;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
wQhDHxZn;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-23;Actif;Actif;MARADI_CHÂTEAU_JANGORZO;MARADI;Urbain;Sud;Maradi;150.0;7.1128;13.4944;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
obNhFVho;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-20;Actif;Actif;MARCHE CEREAL;NIAMEY;Urbain;Grand Marché;Niamey;0.5;2.13551234;13.52355572;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
R61ilMm5;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;CITE CAISSE MOOV;NIAMEY;Urbain;Nord;Niamey;1533.0;2.13414306;13.54703153;Système;Nord 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hUEIfhkk;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-23;Actif;Actif;AFFAIRES ETRANGERES;NIAMEY;Urbain;Petit Marché;Niamey;80000.0;2.09773374;13.51481508;Système;Petit Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
zKF1bdLt;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;CLINIQUE PASTEUR;NIAMEY;Urbain;Petit Marché;Niamey;176740.0;2.1008006;13.51996159;Système;Petit Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
YARwimuF;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-05-20;Inactif âgé;Inactif âgé;GRAND HÔTEL;NIAMEY;Urbain;Petit Marché;Niamey;5984.0;2.11255687;13.50422631;Système;Petit Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
mEYTMbBJ;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;TALLADJE DAGODA;NIAMEY;Urbain;Wadata;Niamey;47400.0;2.15575001;13.48880556;Système;Wadata 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
YlOHXiNB;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;353622.0;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
b1aTSmai;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-07-30;Futur inactif;Futur inactif;-;-;-;-;-;21578.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ST7orMcZ;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-05-19;Inactif âgé;Inactif âgé;ARENE DE LUTTE;NIAMEY;Urbain;Wadata;Niamey;300.0;2.14080371;13.52191935;Système;Wadata 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
B5ecO2nR;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-12;Actif;Actif;OUALLAM;OUALLAM;Urbain;Ouest;Tillaberi;491150.0;2.09033381;14.321719400000001;Système;Ouallam;1970-01-01;Jamais;0;Jamais visité;Non;Zero
vROaPAjF;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;58600.0;2.14052833333333;13.53686;Visites;Grand Marché 1;2020-07-16;Non;0;Non visité;Non;Zero
cbnJTpdu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;49221.5;1.834338;16.332586;Système;-;1970-01-01;Jamais;550;Jamais visité;Non;Low
nDTliSTX;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-03;Futur inactif;Futur inactif;-;-;-;-;-;467950.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
QCq7CCRF;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;ARENE DE LUTTE;NIAMEY;Urbain;Wadata;Niamey;1565.0;2.14080371;13.52191935;Système;Wadata 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
bURrp6uE;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-03-31;Inactif âgé;Inactif âgé;-;-;-;-;-;27.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
fE7sngc2;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-05-27;Inactif récent;Inactif récent;CLINIQUE PLATEAU;NIAMEY;Urbain;Petit Marché;Niamey;0.0;2.08894244;13.53534322;Système;Petit Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
0lCkEk8D;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-19;Actif;Actif;DAR SALAM ONI;NIAMEY;Urbain;Petit Marché;Niamey;1113.0;2.10862655;13.53996193;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
JbUag12J;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-06;Inactif âgé;Inactif âgé;TIRMINI;TIRMINI;Rural;Centre;Zinder;43.5;8.79887441;13.76888726;Système;Zinder 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hydHs8Jv;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;RIMBO COURANT NORD;NIAMEY;Urbain;Grand Marché;Niamey;19000.0;2.13108312;13.53459803;Système;Grand Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4oEPH1QM;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-17;Actif;Actif;RIMBO COURANT NORD;NIAMEY;Urbain;Grand Marché;Niamey;3069.0;2.13108312;13.53459803;Système;Grand Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
WQFuK2Gn;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-21;Actif;Actif;BOBIEL MOOV;NIAMEY;Urbain;Nord;Niamey;775.0;2.0875761;13.55197424;Système;Nord 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
uU3PYe0O;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-07-23;Inactif récent;Inactif récent;ECOLE ASKIA;NIAMEY;Urbain;Grand Marché;Niamey;467.0;2.11610974;13.53299047;Système;Grand Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
JINDE5Zp;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-21;Actif;Actif;OPVN_ROUTE_TORODI;NIAMEY;Urbain;Haro Banda;Niamey;325.0;2.07991745;13.49114341;Système;Haro Banda 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
fHLrelJQ;2020-08-01;2020-08-24;HWECOBK;Structured;Ecobank;2020-08-12;Actif;Actif;NOUVEAU MARCHE;NIAMEY;Urbain;Wadata;Niamey;54550.0;2.12874718;13.50862298;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
cndHD2hw;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;CIMETIERE YANTALA;NIAMEY;Urbain;Petit Marché;Niamey;633300.0;2.07693655;13.53830996;Système;Petit Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Wwjj05dw;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;FAMEY;NIAMEY;Urbain;Wadata;Niamey;0.0;2.148638889;13.51266667;Système;Wadata 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
J5XZQRmE;2020-08-01;2020-08-24;HWECOBK;Structured;Ecobank;2020-07-11;Inactif récent;Inactif récent;AGADEZ MOOV OLD VILLE;AGADEZ;Urbain;Sud;Agadez;164500.0;7.988167;16.971167;Système;Agadez 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ECQrDFTv;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;MARADI_CHÂTEAU_JANGORZO;MARADI;Urbain;Sud;Maradi;56500.0;7.1128;13.4944;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
SEbJSkRp;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-23;Actif;Actif;FACE LAKO;NIAMEY;Urbain;Grand Marché;Niamey;291949.0;2.11980767;13.52247933;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hezJ08WM;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-03;Futur inactif;Futur inactif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;116800.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ArsgLnWP;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-13;Actif;Actif;BALEYARA;BALEYARA;Rural;Est;Tillaberi;0.0;2.93789649;13.7778255;Système;Baleyara;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hPXRnuda;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-07-21;Inactif récent;Inactif récent;KONNI 711;KONNI;Urbain;Sud;Tahoua;17285.1;5.24713577;13.8028078;Système;Konni;1970-01-01;Jamais;0;Jamais visité;Non;Zero
3JGXTJSs;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;ZINDER_AUTOGARE;ZINDER;Urbain;Centre;Zinder;23952.0;8.9871;13.8064;Système;Zinder 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Uh2LwY6w;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ABALA;ABALA;Rural;Est;Tillaberi;28297.0;3.43209904;14.93196057;Visites;Filingué;2020-07-16;Non;0;Non visité;Non;Zero
7k11H1u6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;FILINGUE;FILINGUE;Urbain;Est;Tillaberi;156100.0;3.32119006;14.351745999999999;Visites;Filingué;2020-08-20;Oui;0;A maintenu son statut;Non;Zero
A6wmnfSW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MBANGA;MBANGA;Rural;Ouest;Tillaberi;4750.0;1.5600100000000001;13.621839999999999;Système;Gotheye;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ayCrYZBm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TAHOUA 702;TAHOUA;Urbain;Centre;Tahoua;45000.0;5.25687845;14.90226198;Système;Tahoua 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
BmrST7H6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;0.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
QhHgxql5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;258300.0;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
yB3mR5eA;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;105000.0;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
MgVms6db;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;AÉROPORT CHÂTEAU;NIAMEY;Urbain;Wadata;Niamey;326100.0;2.20221833333333;13.457478333333302;Visites;Wadata 5;2020-07-15;Non;0;Non visité;Non;Zero
12onLCpK;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-17;Inactif récent;Inactif récent;KAZOE;KAZOE;Rural;Est;Zinder;3095.0;9.96930556;14.22788889;Système;Gouré;1970-01-01;Jamais;0;Jamais visité;Non;Zero
euztdDPd;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;67500.0;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
O3Pcxpmm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;67593.0;5.80419144;15.89475077;Système;Tchinta;1970-01-01;Jamais;0;Jamais visité;Non;Zero
n7X7vJzr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-23;Inactif récent;Inactif récent;UGAN AIRTEL;NIAMEY;Urbain;Grand Marché;Niamey;70.0;2.1161;13.5142;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
CTu3xkDa;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BAKIN BIRGI;BAKIN BIRGI;Rural;Nord;Zinder;14.5;8.79186333333333;14.255388333333302;Visites;Bakin Birgi;2020-08-24;Oui;13;A réagi;Non;Low
2VJisUK2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-30;Inactif récent;Inactif récent;DROUM MALORI;DROUM MALORI;Rural;Centre;Zinder;2.75;8.89520773;13.56565174;Système;Zinder 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
3BriOyqe;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;BOUMBA;BOUMBA;Rural;Centre;Dosso;58000.0;2.8525556;12.408638999999999;Système;Birni N'Gaouré;1970-01-01;Jamais;0;Jamais visité;Non;Zero
EFzcSZ6c;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;ABALAK;ABALAK;Urbain;Nord;Tahoua;1000000.0;6.28794826;15.4643044;Système;Abalak;1970-01-01;Jamais;0;Jamais visité;Non;Zero
yOQlv4zl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ILLELA;ILLELA;Urbain;Centre;Tahoua;634450.0;5.25619291;14.46548295;Système;Illéla;1970-01-01;Jamais;0;Jamais visité;Non;Zero
WBmgzRIB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;BADAGUICHIRI;BADAGUICHIRI;Rural;Centre;Tahoua;30700.0;5.37572681;14.52415266;Système;Illéla;1970-01-01;Jamais;0;Jamais visité;Non;Zero
VUgzrtwS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;SANAM;SANAM;Rural;Est;Tillaberi;245200.0;3.90669444;14.83505556;Système;Filingué;1970-01-01;Jamais;0;Jamais visité;Non;Zero
YZofDjnU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;TAHOUA_AYARAGGOUA;TAHOUA;Urbain;Centre;Tahoua;0.0;5.2597;14.8919;Système;Tahoua 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
LHinZ5ON;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;98750.0;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
2YjhkVMt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BAZAGORE;BAZAGORE;Rural;Nord;Tahoua;597050.0;6.24072222;16.50577778;Système;Tchinta;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Caoghjjm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-11;Inactif récent;Inactif récent;TESSAOUA_2;TESSAOUA;Urbain;Est;Maradi;26.0;7.997730000000001;13.757043333333302;Visites;Tessaoua;2020-08-13;Oui;0;N'a pas réagi;Non;Zero
7rNDw4mO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-01;Inactif récent;Inactif récent;MBANGA;MBANGA;Rural;Ouest;Tillaberi;542.0;1.5600100000000001;13.621839999999999;Système;Gotheye;1970-01-01;Jamais;0;Jamais visité;Non;Zero
QMM3wH92;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-02;Futur inactif;Futur inactif;FAMEY;NIAMEY;Urbain;Wadata;Niamey;168.27;2.148638889;13.51266667;Système;Wadata 4;1970-01-01;Jamais;120;Jamais visité;Non;Low
kIxNZg9v;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-05;Actif;Actif;DIFFA_JEUNE_CADRE;DIFFA;Urbain;Est;Diffa;24.07;12.604026666666698;13.305658333333302;Visites;Diffa 1;2020-08-22;Oui;35;A maintenu son statut;Non;Low
G4ksGGBN;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-31;Futur inactif;Futur inactif;BELBEJI;BELBEJI;Rural;Nord;Zinder;13607.5;7.999962599999999;14.68518824;Système;Tanout;1970-01-01;Jamais;0;Jamais visité;Non;Zero
16tGjS1g;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-10;Inactif récent;Inactif récent;KAZOE;KAZOE;Rural;Est;Zinder;614.75;9.96930556;14.22788889;Système;Gouré;1970-01-01;Jamais;0;Jamais visité;Non;Zero
nN2K2pxU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOUZA;BOUZA;Urbain;Est;Tahoua;22868.67;6.0360333333333305;14.4248;Visites;Bouza;2020-08-22;Oui;2917;A maintenu son statut;Oui;Medium
lgAQXrCl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;133085.24;2.136;13.53713889;Système;Grand Marché 1;1970-01-01;Jamais;163671;Jamais visité;Oui;Super High
UVvHb5RG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;ARLIT SOMAIR KARÉ;ARLIT;Urbain;Nord;Agadez;1669.5;7.40022222;18.74052778;Système;Arlit 1;1970-01-01;Jamais;300;Jamais visité;Non;Low
WGEwXuIZ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;GOUGARAMA;GOUGARAMA;Rural;Nord;Agadez;323.38;7.80564723;18.45047778;Système;Arlit 1;1970-01-01;Jamais;118;Jamais visité;Non;Low
SWO385Nk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-25;Inactif récent;Inactif récent;BADAGUICHIRI;BADAGUICHIRI;Rural;Centre;Tahoua;125.0;5.3753566666666694;14.515725;Visites;Illéla;2020-07-30;Non;0;Non visité;Non;Zero
Os3qBJir;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-18;Inactif récent;Inactif récent;AGUIE;AGUIE;Urbain;Est;Maradi;9.0;7.7774551999999995;13.503689916666698;Visites;Aguié;2020-08-24;Oui;0;N'a pas réagi;Non;Zero
QNC92XrI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-05;Inactif récent;Inactif récent;ZINDER GARIN MALAM;ZINDER;Urbain;Centre;Zinder;515.5;8.99831333333333;13.809239999999999;Visites;Zinder 1;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
KByqlc3i;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;GUIDAN ROUMJI;GUIDAN ROUMDJI;Urbain;Sud;Maradi;496.0;6.692295;13.66472;Visites;Guidan Roumdji;2020-08-16;Oui;13;A maintenu son statut;Non;Low
NA7SWftW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;MARADI ZARIA RELIEF;MARADI;Urbain;Sud;Maradi;200.0;7.12740451666667;13.515443233333302;Visites;Maradi 4;2020-08-12;Oui;0;A réagi;Non;Zero
Am5fIygQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;GUIDAN ROUMJI;GUIDAN ROUMDJI;Urbain;Sud;Maradi;105.05;6.6923449999999995;13.659479999999999;Visites;Guidan Roumdji;2020-08-17;Oui;13;A maintenu son statut;Non;Low
CKjlXztI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;MARADI_ARENE;MARADI;Urbain;Sud;Maradi;59.25;7.10567333333333;13.51198;Visites;Maradi 3;2020-07-14;Non;1;Non visité;Non;Low
8SqaZdxn;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;ALLELA;ALLELA;Rural;Sud;Tahoua;51910.84;4.83477334;13.89430969;Système;Konni;1970-01-01;Jamais;13670;Jamais visité;Oui;High
ntiIG9uo;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-06;Actif;Actif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;15.97;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;1001;Jamais visité;Oui;Medium
BpceZm6H;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-13;Inactif récent;Inactif récent;PARC KOIRA KANO;NIAMEY;Urbain;Petit Marché;Niamey;2401.0;2.06625;13.534082999999999;Système;Petit Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
lOQ7lFR6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-25;Inactif âgé;Inactif âgé;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;36.5;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
rFzvw6Fj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;GAYA2;GAYA;Urbain;Sud;Dosso;1755.7;3.45667166666667;11.8897466666667;Visites;Gaya 1;2020-08-18;Oui;1770;A maintenu son statut;Oui;Medium
IMT1AHrT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;279.0;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;1;Jamais visité;Non;Low
dwdeYd65;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;KOLERAM;KOLERAM;Rural;Centre;Zinder;95.82;9.08266111;13.71458889;Système;Zinder 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4E9t9p3Z;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-02;Futur inactif;Futur inactif;CES_LAMORDE;NIAMEY;Urbain;Haro Banda;Niamey;976.23;2.07511397;13.50532964;Système;Haro Banda 2;1970-01-01;Jamais;230;Jamais visité;Non;Low
CM2CiMAQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-27;Futur inactif;Futur inactif;DOSSO 500;DOSSO;Urbain;Centre;Dosso;214.5;3.1947799999999997;13.04659;Visites;Dosso 2;2020-08-14;Oui;0;N'a pas réagi;Non;Zero
VFZyFuoD;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DOSSO 500;DOSSO;Urbain;Centre;Dosso;15765.5;3.1926533333333302;13.043445;Visites;Dosso 2;2020-08-18;Oui;441;A maintenu son statut;Non;Low
7Dh26ZZp;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;TALLADJE DAGODA;NIAMEY;Urbain;Wadata;Niamey;3498.0;2.15575001;13.48880556;Système;Wadata 3;1970-01-01;Jamais;298;Jamais visité;Non;Low
vodth0OI;2020-08-01;2020-08-24;Orange Shop;ONE;Orange;2020-03-31;Inactif âgé;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
g94icaUT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;LOSSA GOUNGOU;NIAMEY;Urbain;Petit Marché;Niamey;99.0;2.04268998;13.53605656;Système;Petit Marché 1;1970-01-01;Jamais;20;Jamais visité;Non;Low
Fk2kjlTJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;ECOLE QUATAR;NIAMEY;Urbain;Nord;Niamey;69.5;2.079702778;13.55580556;Système;Nord 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
IWKm16QM;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;FRANCOPHONIE_MOOV;NIAMEY;Urbain;Nord;Niamey;104.62;2.09845;13.574985999999999;Système;Nord 1;1970-01-01;Jamais;347;Jamais visité;Non;Low
CGNPARLz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-03;Inactif récent;Inactif récent;DAR SALAM CASSIS4;NIAMEY;Urbain;Petit Marché;Niamey;14.83;2.09951;13.545573333333301;Visites;Petit Marché 3;2020-08-10;Oui;0;N'a pas réagi;Non;Zero
riNDHLUj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-08;Inactif récent;Inactif récent;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;235.45;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
63zFgMta;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-15;Inactif âgé;Inactif âgé;BALEYARA;BALEYARA;Rural;Est;Tillaberi;53.5;2.94655;13.781761666666698;Visites;Baleyara;2020-08-19;Oui;0;N'a pas réagi;Non;Zero
KPF2muML;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;NIAMEY2000_ROUTE_FILINGUEE;NIAMEY;Urbain;Wadata;Niamey;8743.0;2.18512166666667;13.529591666666699;Visites;Wadata 1;2020-08-17;Oui;53000;A maintenu son statut;Oui;Super High
YXbLCHDq;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-29;Futur inactif;Futur inactif;SAFO OUBANDAWAKI;SAFO OUBANDAWAKI;Rural;Sud;Maradi;9.5;7.11972132;13.41437484;Système;Madarounfa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hNZ162wu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-04;Inactif âgé;Inactif âgé;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;70.2;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
RGIa9N10;2020-08-01;2020-08-24;Orange Shop;ONE;Orange;2020-07-24;Inactif récent;Inactif récent;BOBIEL;NIAMEY;Urbain;Nord;Niamey;0.0;2.09408755;13.55539747;Système;Nord 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
