"POS";"MONTH";"DATE";"POS_CAT";"POS_CHANNEL";"POS_GROUP";"LAST_TR_DATE";"POS_STATUS";"INACTIVITY_DAYS";"LAST_CI_DATE";"LAST_CO_DATE";"CASH_IN_OUT_STATUS";"CASH_IN_CNT";"CASH_IN_AMNT";"CASH_OUT_CNT";"CASH_OUT_AMNT";"BALANCE";"LAST_VISITE_DATE";"LONGITUDE";"LATITUDE";"SITE";"LOCALISATION";"LOCALITE";"MILIEU";"SECTEUR";"ZONE";"DACR";"VISITE";"COMMISSIONS_AMNT";"IMPACT_VISITE";"COMMISSION_PERF"
"slKmAYsm";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-12;"Actif";0;0;0;0;0;1970-01-01;5.25687845;14.90226198;"TAHOUA 702";"Système";"TAHOUA";"Urbain";"Tahoua 2";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"slKmAYsm";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-12;2020-08-13;"Actif";0;0;0;0;82500;1970-01-01;5.28736112;14.87636112;"TAHOUA_SORTIE_MOOV";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"ljWOIHOq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;100000;1970-01-01;5.25593499;14.88392984;"TAHOUA 701";"Système";"TAHOUA";"Urbain";"Tahoua 4";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"ljWOIHOq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-10;2020-08-15;"Actif";0;0;0;0;126000;1970-01-01;5.27256423;14.89363192;"TAHOUA 700";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"lWMTC6Ug";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-25;"Actif";0;0;0;0;98500;1970-01-01;5.2735;14.884944;"TAHOUA_CERCLE_MESS";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"lWMTC6Ug";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-13;2020-08-16;"Actif";0;0;1;300000;400000;1970-01-01;5.27256423;14.89363192;"TAHOUA 700";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"pgKStAIW";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-29;"Actif";0;0;0;0;40455;2020-07-15;2.20221833333333;13.4574783333333;"AÉROPORT CHÂTEAU";"Visites";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Oui";0;"A maintenu son statut";"Non"
"pgKStAIW";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-13;"Actif";0;0;0;0;55950;2020-07-15;2.20221833333333;13.4574783333333;"AÉROPORT CHÂTEAU";"Visites";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Non";0;"Non visité";"Non"
"lQR5WzML";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-17;"Inactif récent";44;2020-06-17;2020-06-15;"Inactif récent";0;0;0;0;3095;1970-01-01;9.96930556;14.22788889;"KAZOE";"Système";"KAZOE";"Rural";"Gouré";"Est";"Zinder";"Jamais";0;"Jamais visité";"Non"
"lQR5WzML";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-17;"Inactif récent";60;2020-06-17;2020-06-15;"Inactif récent";0;0;0;0;3095;1970-01-01;9.96930556;14.22788889;"KAZOE";"Système";"KAZOE";"Rural";"Gouré";"Est";"Zinder";"Jamais";0;"Jamais visité";"Non"
"mYG3aqmU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-28;"Actif";0;0;0;0;89000;1970-01-01;5.27256423;14.89363192;"TAHOUA 700";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"mYG3aqmU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;2020-08-14;"Actif";0;0;0;0;81000;1970-01-01;5.27256423;14.89363192;"TAHOUA 700";"Système";"TAHOUA";"Urbain";"Tahoua 1";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"lVmBitXu";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;361357;1970-01-01;5.80419144;15.89475077;"TCHINTABARADEN";"Système";"TCHINTABARADEN";"Urbain";"Tchinta";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"lVmBitXu";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";2;10500;1;242500;358053;1970-01-01;5.80419144;15.89475077;"TCHINTABARADEN";"Système";"TCHINTABARADEN";"Urbain";"Tchinta";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"65GneFYr";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-23;"Actif";8;2020-07-23;1970-01-01;"Actif";0;0;0;0;70;1970-01-01;2.1014;13.4621;"SAGUIA _EATON";"Système";"NIAMEY";"Urbain";"Haro Banda 3";"Haro Banda";"Niamey";"Jamais";70;"Jamais visité";"Non"
"65GneFYr";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-23;"Futur inactif";24;2020-07-23;1970-01-01;"Futur inactif";0;0;0;0;70;1970-01-01;2.1161;13.5142;"UGAN AIRTEL";"Système";"NIAMEY";"Urbain";"Grand Marché 4";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"PaCYTQys";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-07;"Futur inactif";24;2020-07-07;1970-01-01;"Futur inactif";0;0;0;0;2;1970-01-01;8.78746999;14.25541072;"BAKIN BIRGI";"Système";"BAKIN BIRGI";"Rural";"Bakin Birgi";"Nord";"Zinder";"Jamais";1;"Jamais visité";"Non"
"PaCYTQys";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-07;"Inactif récent";40;2020-07-07;1970-01-01;"Inactif récent";0;0;0;0;2;1970-01-01;8.78746999;14.25541072;"BAKIN BIRGI";"Système";"BAKIN BIRGI";"Rural";"Bakin Birgi";"Nord";"Zinder";"Jamais";0;"Jamais visité";"Non"
"A7jYIx4o";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-30;"Inactif récent";31;2020-06-30;1970-01-01;"Inactif récent";0;0;0;0;2.75;1970-01-01;8.89520773;13.56565174;"DROUM MALORI";"Système";"DROUM MALORI";"Rural";"Zinder 4";"Centre";"Zinder";"Jamais";0;"Jamais visité";"Non"
"A7jYIx4o";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-30;"Inactif récent";47;2020-06-30;1970-01-01;"Inactif récent";0;0;0;0;2.75;1970-01-01;8.89520773;13.56565174;"DROUM MALORI";"Système";"DROUM MALORI";"Rural";"Zinder 4";"Centre";"Zinder";"Jamais";0;"Jamais visité";"Non"
"tiZ7vK3Z";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;22000;1970-01-01;6.28794826;15.4643044;"ABALAK";"Système";"ABALAK";"Urbain";"Abalak";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"tiZ7vK3Z";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-12;"Actif";4;2020-08-12;2020-08-08;"Actif";0;0;0;0;58000;1970-01-01;6.28794826;15.4643044;"ABALAK";"Système";"ABALAK";"Urbain";"Abalak";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"aqGR9CN3";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;1970-01-01;"Actif";0;0;0;0;0;1970-01-01;6.28794826;15.4643044;"ABALAK";"Système";"ABALAK";"Urbain";"Abalak";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"NT6hcWru";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";1;500;0;0;557350;1970-01-01;5.25619291;14.46548295;"ILLELA";"Système";"ILLELA";"Urbain";"Illéla";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"NT6hcWru";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;2020-08-15;"Actif";0;0;0;0;787400;1970-01-01;5.25619291;14.46548295;"ILLELA";"Système";"ILLELA";"Urbain";"Illéla";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"FX2IJdfl";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-24;2020-07-30;"Actif";0;0;0;0;30700;1970-01-01;5.37572681;14.52415266;"BADAGUICHIRI";"Système";"BADAGUICHIRI";"Rural";"Illéla";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"FX2IJdfl";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";17;2020-07-24;2020-07-30;"Actif";0;0;0;0;30700;1970-01-01;5.37572681;14.52415266;"BADAGUICHIRI";"Système";"BADAGUICHIRI";"Rural";"Illéla";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"8rlItnGu";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-06-24;"Actif";1;3000;0;0;44500;1970-01-01;3.90669444;14.83505556;"SANAM";"Système";"SANAM";"Rural";"Filingué";"Est";"Tillaberi";"Jamais";0;"Jamais visité";"Non"
"8rlItnGu";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-13;2020-08-16;"Actif";0;0;1;58200;148200;1970-01-01;3.90669444;14.83505556;"SANAM";"Système";"SANAM";"Rural";"Filingué";"Est";"Tillaberi";"Jamais";0;"Jamais visité";"Non"
"j5XfjE4M";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-28;"Actif";0;0;0;0;0;1970-01-01;5.2597;14.8919;"TAHOUA_AYARAGGOUA";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"j5XfjE4M";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;2020-08-14;"Actif";0;0;0;0;23000;1970-01-01;5.2597;14.8919;"TAHOUA_AYARAGGOUA";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"OuoKXGUt";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-14;"Actif";0;0;0;0;34300;1970-01-01;5.287222;14.886167;"ECOLE CHEIK HAMDAN";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"OuoKXGUt";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";1;1500;1;25000;123500;1970-01-01;5.2889;14.882;"TAHOUA TARKA";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"TVAy88QP";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;2020-07-25;"Actif";0;0;0;0;13900;1970-01-01;5.80419144;15.89475077;"TCHINTABARADEN";"Système";"TCHINTABARADEN";"Urbain";"Tchinta";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"TVAy88QP";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-11;"Actif";0;0;0;0;46050;1970-01-01;6.24072222;16.50577778;"BAZAGORE";"Système";"BAZAGORE";"Rural";"Tchinta";"Nord";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"dJhVi4bI";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-11;"Actif";20;2020-07-11;2020-07-11;"Actif";0;0;0;0;26;1970-01-01;7.99066667;13.7543333;"TESSAOUA_2";"Système";"TESSAOUA";"Urbain";"Tessaoua";"Est";"Maradi";"Jamais";10;"Jamais visité";"Non"
"dJhVi4bI";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-11;"Inactif récent";36;2020-07-11;2020-07-11;"Inactif récent";0;0;0;0;26;2020-08-13;7.99773;13.7570433333333;"TESSAOUA_2";"Visites";"TESSAOUA";"Urbain";"Tessaoua";"Est";"Maradi";"Oui";0;"N'a pas réagi";"Non"
"4U1k84xa";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-01;"Inactif récent";30;2020-07-01;1970-01-01;"Inactif récent";0;0;0;0;542;1970-01-01;1.56001;13.62184;"MBANGA";"Système";"MBANGA";"Rural";"Gotheye";"Ouest";"Tillaberi";"Jamais";85;"Jamais visité";"Non"
"4U1k84xa";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-01;"Inactif récent";46;2020-07-01;1970-01-01;"Inactif récent";0;0;0;0;542;1970-01-01;1.56001;13.62184;"MBANGA";"Système";"MBANGA";"Rural";"Gotheye";"Ouest";"Tillaberi";"Jamais";0;"Jamais visité";"Non"
"7jgHtf5U";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;1970-01-01;"Actif";0;0;0;0;48.27;1970-01-01;2.148638889;13.51266667;"FAMEY";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";43;"Jamais visité";"Non"
"7jgHtf5U";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-02;"Actif";14;2020-08-02;1970-01-01;"Actif";0;0;0;0;168.27;1970-01-01;2.148638889;13.51266667;"FAMEY";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";120;"Jamais visité";"Non"
"pOeGaP8K";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-08;"Actif";3;600;0;0;939.57;2020-07-16;12.60406;13.30553;"DIFFA_JEUNE_CADRE";"Visites";"DIFFA";"Urbain";"Diffa 1";"Est";"Diffa";"Oui";34;"A maintenu son statut";"Non"
"pOeGaP8K";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-05;"Actif";11;2020-08-05;2020-08-05;"Actif";0;0;0;0;24.07;2020-08-11;12.6040216666667;13.3056266666667;"DIFFA_JEUNE_CADRE";"Visites";"DIFFA";"Urbain";"Diffa 1";"Est";"Diffa";"Oui";35;"A maintenu son statut";"Non"
"hp2bGAAJ";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;1970-01-01;"Actif";1;5500;0;0;13607.5;1970-01-01;7.9999626;14.68518824;"BELBEJI";"Système";"BELBEJI";"Rural";"Tanout";"Nord";"Zinder";"Jamais";64;"Jamais visité";"Non"
"hp2bGAAJ";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";16;2020-07-31;1970-01-01;"Actif";0;0;0;0;13607.5;1970-01-01;7.9999626;14.68518824;"BELBEJI";"Système";"BELBEJI";"Rural";"Tanout";"Nord";"Zinder";"Jamais";0;"Jamais visité";"Non"
"6NnKa7Iq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-10;"Futur inactif";21;2020-07-10;2020-07-10;"Futur inactif";0;0;0;0;614.75;1970-01-01;9.96930556;14.22788889;"KAZOE";"Système";"KAZOE";"Rural";"Gouré";"Est";"Zinder";"Jamais";890;"Jamais visité";"Non"
"6NnKa7Iq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-10;"Inactif récent";37;2020-07-10;2020-07-10;"Inactif récent";0;0;0;0;614.75;1970-01-01;9.96930556;14.22788889;"KAZOE";"Système";"KAZOE";"Rural";"Gouré";"Est";"Zinder";"Jamais";0;"Jamais visité";"Non"
"Ew0mbTbM";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-31;"Actif";2;1000;1;2000;19151.67;1970-01-01;6.0411271;14.42155438;"BOUZA";"Système";"BOUZA";"Urbain";"Bouza";"Est";"Tahoua";"Jamais";6986;"Jamais visité";"Oui"
"Ew0mbTbM";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-13;"Actif";4;15250;0;0;6466.17;1970-01-01;6.0411271;14.42155438;"BOUZA";"Système";"BOUZA";"Urbain";"Bouza";"Est";"Tahoua";"Jamais";2312;"Jamais visité";"Oui"
"x9EMEdKC";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;506618.24;1970-01-01;2.136;13.53713889;"BONKANEY";"Système";"NIAMEY";"Urbain";"Grand Marché 1";"Grand Marché";"Niamey";"Jamais";223048;"Jamais visité";"Oui"
"x9EMEdKC";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";20;283150;7;808000;144508.49;1970-01-01;2.136;13.53713889;"BONKANEY";"Système";"NIAMEY";"Urbain";"Grand Marché 1";"Grand Marché";"Niamey";"Jamais";101890;"Jamais visité";"Oui"
"jMmGyBjU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-03;"Futur inactif";28;2020-07-03;1970-01-01;"Futur inactif";0;0;0;0;1369.5;1970-01-01;7.40022222;18.74052778;"ARLIT SOMAIR KARÉ";"Système";"ARLIT";"Urbain";"Arlit 1";"Nord";"Agadez";"Jamais";1030;"Jamais visité";"Oui"
"jMmGyBjU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-03;"Inactif récent";44;2020-07-03;1970-01-01;"Inactif récent";0;0;0;0;1369.5;1970-01-01;7.40022222;18.74052778;"ARLIT SOMAIR KARÉ";"Système";"ARLIT";"Urbain";"Arlit 1";"Nord";"Agadez";"Jamais";0;"Jamais visité";"Non"
"H39cnv9R";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-30;"Inactif récent";62;2020-05-30;1970-01-01;"Inactif récent";0;0;0;0;5.38;1970-01-01;7.39009139;18.73877656;"ARLIT-SOMAIR";"Système";"ARLIT";"Urbain";"Arlit 1";"Nord";"Agadez";"Jamais";0;"Jamais visité";"Non"
"H39cnv9R";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;1970-01-01;"Actif";0;0;0;0;323.38;1970-01-01;7.3841;18.7369;"ARLIT HQ_AIRTEL";"Système";"ARLIT";"Urbain";"Arlit 2";"Nord";"Agadez";"Jamais";118;"Jamais visité";"Non"
"EGt5mlEn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-25;"Actif";6;2020-07-25;2020-07-25;"Actif";0;0;0;0;125;2020-07-30;5.37535666666667;14.515725;"BADAGUICHIRI";"Visites";"BADAGUICHIRI";"Rural";"Illéla";"Centre";"Tahoua";"Oui";125;"Nouveau PDV visité";"Non"
"EGt5mlEn";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-25;"Futur inactif";22;2020-07-25;2020-07-25;"Futur inactif";0;0;0;0;125;2020-07-30;5.37535666666667;14.515725;"BADAGUICHIRI";"Visites";"BADAGUICHIRI";"Rural";"Illéla";"Centre";"Tahoua";"Non";0;"Non visité";"Non"
"c3mRzem9";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-18;"Actif";13;2020-07-18;2020-06-15;"Actif";0;0;0;0;9;2020-07-28;7.77627016666667;13.5044590166667;"AGUIE";"Visites";"AGUIE";"Urbain";"Aguié";"Est";"Maradi";"Oui";1;"A maintenu son statut";"Non"
"c3mRzem9";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-18;"Futur inactif";29;2020-07-18;2020-06-15;"Futur inactif";0;0;0;0;9;2020-08-10;7.77628115;13.5044446166667;"AGUIE";"Visites";"AGUIE";"Urbain";"Aguié";"Est";"Maradi";"Oui";0;"N'a pas réagi";"Non"
"g0oSkkXA";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-05;"Futur inactif";26;2020-07-05;2020-03-18;"Futur inactif";0;0;0;0;515.5;2020-07-22;8.99848166666667;13.808915;"ZINDER GARIN MALAM";"Visites";"ZINDER";"Urbain";"Zinder 1";"Centre";"Zinder";"Oui";220;"N'a pas réagi";"Non"
"g0oSkkXA";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-05;"Inactif récent";42;2020-07-05;2020-03-18;"Inactif récent";0;0;0;0;515.5;2020-07-22;8.99848166666667;13.808915;"ZINDER GARIN MALAM";"Visites";"ZINDER";"Urbain";"Zinder 1";"Centre";"Zinder";"Non";0;"Non visité";"Non"
"HhvnsVib";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-19;"Actif";12;2020-07-19;2020-06-04;"Actif";0;0;0;0;483.5;1970-01-01;6.69692468;13.66182616;"GUIDAN ROUMJI";"Système";"GUIDAN ROUMDJI";"Urbain";"Guidan Roumdji";"Sud";"Maradi";"Jamais";1;"Jamais visité";"Non"
"HhvnsVib";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";1;500;1;500;496;2020-08-16;6.692295;13.66472;"GUIDAN ROUMJI";"Visites";"GUIDAN ROUMDJI";"Urbain";"Guidan Roumdji";"Sud";"Maradi";"Oui";0;"A maintenu son statut";"Non"
"2Tyf7Pw0";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-09;"Futur inactif";22;1970-01-01;2020-07-09;"Futur inactif";0;0;0;0;100;2020-07-24;7.11021666666667;13.4945083333333;"MARADI_CHÂTEAU_JANGORZO";"Visites";"MARADI";"Urbain";"Maradi 1";"Sud";"Maradi";"Oui";0;"Nouveau PDV visité";"Non"
"2Tyf7Pw0";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;1970-01-01;2020-08-13;"Actif";0;0;0;0;200;2020-08-12;7.12740451666667;13.5154432333333;"MARADI_CHÂTEAU_JANGORZO";"Visites";"MARADI";"Urbain";"Maradi 1";"Sud";"Maradi";"Oui";0;"A réagi";"Non"
"j8FKJGGl";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-19;"Actif";12;2020-07-19;2020-07-19;"Actif";0;0;0;0;112.35;2020-07-19;6.692385;13.6594933333333;"GUIDAN ROUMJI";"Visites";"GUIDAN ROUMDJI";"Urbain";"Guidan Roumdji";"Sud";"Maradi";"Oui";13;"A maintenu son statut";"Non"
"j8FKJGGl";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-19;"Futur inactif";28;2020-07-19;2020-07-19;"Futur inactif";0;0;0;0;112.35;2020-07-19;6.692385;13.6594933333333;"GUIDAN ROUMJI";"Visites";"GUIDAN ROUMDJI";"Urbain";"Guidan Roumdji";"Sud";"Maradi";"Non";0;"Non visité";"Non"
"PLU5ED3h";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-20;"Actif";11;2020-07-20;2020-05-05;"Actif";0;0;0;0;58.25;2020-07-14;7.10567333333333;13.51198;"MARADI_ARENE";"Visites";"MARADI";"Urbain";"Maradi 3";"Sud";"Maradi";"Oui";1;"A maintenu son statut";"Non"
"PLU5ED3h";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-20;"Futur inactif";27;2020-07-20;2020-05-05;"Futur inactif";0;0;0;0;58.25;2020-07-14;7.10567333333333;13.51198;"MARADI_ARENE";"Visites";"MARADI";"Urbain";"Maradi 3";"Sud";"Maradi";"Non";0;"Non visité";"Non"
"tHmOAGeD";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;1970-01-01;2020-07-31;"Actif";0;0;2;107400;109042.84;1970-01-01;4.83477334;13.89430969;"ALLELA";"Système";"ALLELA";"Rural";"Konni";"Sud";"Tahoua";"Jamais";28167;"Jamais visité";"Oui"
"tHmOAGeD";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;1970-01-01;2020-08-16;"Actif";0;0;2;97500;99393.09;1970-01-01;4.83477334;13.89430969;"ALLELA";"Système";"ALLELA";"Rural";"Konni";"Sud";"Tahoua";"Jamais";9141;"Jamais visité";"Oui"
"OadG0ewo";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;2112;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";1312;"Jamais visité";"Oui"
"OadG0ewo";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-06;"Actif";10;2020-08-06;1970-01-01;"Actif";0;0;0;0;15.97;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";1001;"Jamais visité";"Oui"
"ZjStYYsn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-13;"Actif";18;2020-07-13;1970-01-01;"Actif";0;0;0;0;2401;1970-01-01;2.06625;13.534083;"PARC KOIRA KANO";"Système";"NIAMEY";"Urbain";"Petit Marché 1";"Petit Marché";"Niamey";"Jamais";1;"Jamais visité";"Non"
"ZjStYYsn";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-13;"Inactif récent";34;2020-07-13;1970-01-01;"Inactif récent";0;0;0;0;2401;1970-01-01;2.06625;13.534083;"PARC KOIRA KANO";"Système";"NIAMEY";"Urbain";"Petit Marché 1";"Petit Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"t1OsLQYU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-25;"Inactif récent";67;2020-05-25;1970-01-01;"Inactif récent";0;0;0;0;36.5;1970-01-01;2.09805556;13.53805556;"ORTN_AIRTEL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"t1OsLQYU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-05-25;"Inactif récent";83;2020-05-25;1970-01-01;"Inactif récent";0;0;0;0;36.5;1970-01-01;2.090333333;13.54266667;"DEUXIEME LATERITE";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
